科 0 1 B 科 O
表 2 3 B 表 O
明 2 3 E 明 O
素 4 5 B 素 O
质 4 5 E 质 O
， 6 6 S ， O
道 7 8 B 道 O
德 7 8 E 德 O
决 9 10 B 决 O
定 9 10 E 定 O
一 11 12 B 一 O
切 11 12 E 切 O
央 13 14 B 央 B-ORG.NAM
视 13 14 E 视 M-ORG.NAM
新 15 16 B 新 M-ORG.NAM
闻 15 16 E 闻 E-ORG.NAM
海 17 18 B 海 O
豚 17 18 E 豚 O
走 19 19 S 走 O
了 20 20 S 了 O
海 21 22 B 海 O
豚 21 22 E 豚 O
送 23 24 B 送 O
医 23 24 E 医 O
后 25 25 S 后 O
， 26 26 S ， O
由 27 28 B 由 O
于 27 28 E 于 O
呛 29 30 B 呛 O
水 29 30 E 水 O
严 31 32 B 严 O
重 31 32 E 重 O
于 33 33 S 于 O
昨 34 35 B 昨 O
晚 34 35 E 晚 O
点 36 36 S 点 O
死 37 38 B 死 O
亡 37 38 E 亡 O
。 39 39 S 。 O
 
元 0 0 S 元 O
奖 1 2 B 奖 O
品 1 2 E 品 O
， 3 3 S ， O
真 4 6 B 真 O
给 4 6 M 给 O
力 4 6 E 力 O
希 7 8 B 希 O
望 7 8 E 望 O
我 9 10 B 我 O
会 9 10 E 会 O
有 11 11 S 有 O
好 12 12 S 好 O
的 13 13 S 的 O
运 14 15 B 运 O
气 14 15 E 气 O
哦 16 16 S 哦 O
 
如 0 1 B 如 O
果 0 1 E 果 O
你 2 2 S 你 O
总 3 4 B 总 O
是 3 4 E 是 O
快 5 6 B 快 O
要 5 6 E 要 O
迟 7 8 B 迟 O
到 7 8 E 到 O
了 9 9 S 了 O
， 10 10 S ， O
才 11 11 S 才 O
费 12 13 B 费 O
力 12 13 E 力 O
地 14 14 S 地 O
起 15 16 B 起 O
床 15 16 E 床 O
， 17 17 S ， O
一 18 20 B 一 O
整 18 20 M 整 O
天 18 20 E 天 O
无 21 24 B 无 O
精 21 24 M 精 O
打 21 24 M 打 O
采 21 24 E 采 O
、 25 25 S 、 O
哈 26 27 B 哈 O
欠 26 27 E 欠 O
连 28 29 B 连 O
连 28 29 E 连 O
， 30 30 S ， O
你 31 31 S 你 O
需 32 33 B 需 O
要 32 33 E 要 O
的 34 34 S 的 O
是 35 35 S 是 O
尽 36 37 B 尽 O
快 36 37 E 快 O
设 38 39 B 设 O
定 38 39 E 定 O
起 40 41 B 起 O
床 40 41 E 床 O
的 42 42 S 的 O
形 43 44 B 形 O
式 43 44 E 式 O
， 45 45 S ， O
这 46 47 B 这 O
些 46 47 E 些 O
形 48 49 B 形 O
式 48 49 E 式 O
将 50 50 S 将 O
能 51 51 S 能 O
帮 52 53 B 帮 O
助 52 53 E 助 O
你 54 54 S 你 O
不 55 56 B 不 O
用 55 56 E 用 O
调 57 58 B 调 O
较 57 58 E 较 O
闹 59 60 B 闹 O
钟 59 60 E 钟 O
， 61 61 S ， O
也 62 62 S 也 O
能 63 63 S 能 O
愉 64 65 B 愉 O
悦 64 65 E 悦 O
地 66 66 S 地 O
睁 67 70 B 睁 O
开 67 70 M 开 O
眼 67 70 M 眼 O
睛 67 70 E 睛 O
。 71 71 S 。 O
 
曾 0 3 B 曾 B-PER.NAM
若 0 3 M 若 M-PER.NAM
彤 0 3 M 彤 E-PER.NAM
璐 0 3 E 璐 O
骑 4 6 B 骑 O
单 4 6 M 单 O
车 4 6 E 车 O
的 7 7 S 的 O
少 8 9 B 少 O
年 8 9 E 年 O
要 10 10 S 要 O
考 11 13 B 考 O
驾 11 13 M 驾 O
照 11 13 E 照 O
驰 14 15 B 驰 O
鸣 14 15 E 鸣 O
天 16 17 B 天 O
下 16 17 E 下 O
苦 18 18 S 苦 B-PER.NOM
逼 19 19 S 逼 M-PER.NOM
青 20 21 B 青 M-PER.NOM
年 20 21 E 年 E-PER.NOM
杨 22 24 B 杨 B-PER.NAM
素 22 24 M 素 M-PER.NAM
晗 22 24 E 晗 E-PER.NAM
不 25 26 B 不 O
屑 25 26 E 屑 O
与 27 27 S 与 O
你 28 28 S 你 O
装 29 30 B 装 O
霄 29 30 E 霄 O
 
程 0 4 B 程 B-PER.NAM
仁 0 4 M 仁 M-PER.NAM
田 0 4 M 田 E-PER.NAM
达 0 4 M 达 B-PER.NAM
晨 0 4 E 晨 M-PER.NAM
创 5 6 B 创 E-PER.NAM
投 5 6 E 投 O
汗 7 7 S 汗 B-PER.NAM
戴 8 8 S 戴 M-PER.NAM
湧 9 9 S 湧 E-PER.NAM
哈 10 11 B 哈 O
哈 10 11 E 哈 O
 
倩 0 1 B 倩 B-PER.NAM
萍 0 1 E 萍 E-PER.NAM
小 2 3 B 小 B-PER.NOM
姐 2 3 E 姐 E-PER.NOM
胡 4 4 S 胡 B-PER.NAM
小 5 6 B 小 M-PER.NAM
亭 5 6 E 亭 E-PER.NAM
转 7 7 S 转 O
闲 8 9 B 闲 O
置 8 9 E 置 O
还 10 11 B 还 O
有 10 11 E 有 O
天 12 12 S 天 O
就 13 13 S 就 O
开 14 15 B 开 O
奖 14 15 E 奖 O
啦 16 16 S 啦 O
小 17 18 B 小 B-PER.NAM
亭 17 18 E 亭 E-PER.NAM
会 19 19 S 会 O
专 20 22 B 专 O
程 20 22 M 程 O
去 20 22 E 去 O
深 23 24 B 深 B-GPE.NAM
圳 23 24 E 圳 E-GPE.NAM
为 25 25 S 为 O
你 26 27 B 你 O
们 26 27 E 们 O
寄 28 28 S 寄 O
奖 29 30 B 奖 O
品 29 30 E 品 O
大 31 32 B 大 O
家 31 32 E 家 O
加 33 34 B 加 O
油 33 34 E 油 O
转 35 36 B 转 O
发 35 36 E 发 O
哦 37 37 S 哦 O
 
美 0 1 B 美 O
得 0 1 E 得 O
呀 2 2 S 呀 O
〜 3 3 S 〜 O
顾 4 4 S 顾 B-PER.NAM
天 5 6 B 天 M-PER.NAM
池 5 6 E 池 E-PER.NAM
苦 7 7 S 苦 B-PER.NOM
逼 8 8 S 逼 M-PER.NOM
青 9 10 B 青 M-PER.NOM
年 9 10 E 年 E-PER.NOM
杨 11 13 B 杨 B-PER.NAM
素 11 13 M 素 M-PER.NAM
晗 11 13 E 晗 E-PER.NAM
旻 14 14 S 旻 O
日 15 16 B 日 O
记 15 16 E 记 O
肖 17 19 B 肖 B-PER.NAM
立 17 19 M 立 M-PER.NAM
伟 17 19 E 伟 E-PER.NAM
嘻 20 21 B 嘻 O
嘻 20 21 E 嘻 O
嘻 22 23 B 嘻 O
嘻 22 23 E 嘻 O
嘻 24 25 B 嘻 O
嘻 24 25 E 嘻 O
美 26 26 S 美 O
啊 27 27 S 啊 O
 
乘 0 1 B 乘 O
机 0 1 E 机 O
撇 2 3 B 撇 O
下 2 3 E 下 O
熊 4 4 S 熊 O
孩 5 6 B 孩 O
子 5 6 E 子 O
们 7 7 S 们 O
出 8 10 B 出 O
去 8 10 M 去 O
玩 8 10 E 玩 O
哈 11 13 B 哈 O
哈 11 13 M 哈 O
哈 11 13 E 哈 O
哈 14 16 B 哈 O
哈 14 16 M 哈 O
哈 14 16 E 哈 O
赞 17 17 S 赞 O
啊 18 18 S 啊 O
赞 19 19 S 赞 O
啊 20 20 S 啊 O
凡 21 21 S 凡 O
先 22 23 B 先 O
生 22 23 E 生 O
今 24 25 B 今 O
天 24 25 E 天 O
， 26 26 S ， O
和 27 27 S 和 O
为 28 29 B 为 O
了 28 29 E 了 O
给 30 30 S 给 O
哥 31 32 B 哥 B-PER.NOM
哥 31 32 E 哥 M-PER.NOM
们 33 33 S 们 E-PER.NOM
加 34 35 B 加 O
油 34 35 E 油 O
去 36 36 S 去 O
了 37 37 S 了 O
伦 38 39 B 伦 B-GPE.NAM
敦 38 39 E 敦 E-GPE.NAM
。 40 40 S 。 O
和 41 41 S 和 O
为 42 42 S 为 O
准 43 44 B 准 O
备 43 44 E 备 O
了 45 45 S 了 O
什 46 48 B 什 O
么 46 48 M 么 O
样 46 48 E 样 O
的 49 49 S 的 O
惊 50 51 B 惊 O
喜 50 51 E 喜 O
呢 52 52 S 呢 O
？ 53 53 S ？ O
请 54 54 S 请 O
大 55 56 B 大 O
家 55 56 E 家 O
期 57 58 B 期 O
待 57 58 E 待 O
哦 59 59 S 哦 O
〜 60 60 S 〜 O
 
左 0 1 B 左 O
右 0 1 E 右 O
拿 2 2 S 拿 O
什 3 4 B 什 O
么 3 4 E 么 O
拯 5 6 B 拯 O
救 5 6 E 救 O
你 7 7 S 你 O
我 8 8 S 我 O
的 9 9 S 的 O
右 10 11 B 右 O
脑 10 11 E 脑 O
京 12 14 B 京 O
大 12 14 M 大 O
蠢 12 14 E 蠢 O
左 15 16 B 左 O
右 15 16 E 右 O
还 17 17 S 还 O
真 18 19 B 真 O
是 18 19 E 是 O
平 20 21 B 平 O
衡 20 21 E 衡 O
啊 22 22 S 啊 O
米 23 23 S 米 O
曹 24 26 B 曹 O
米 24 26 M 米 O
羔 24 26 E 羔 O
九 27 28 B 九 O
九 27 28 E 九 O
号 29 29 S 号 O
大 30 31 B 大 O
展 30 31 E 展 O
见 32 32 S 见 O
卧 33 34 B 卧 O
槽 33 34 E 槽 O
郁 35 36 B 郁 O
川 35 36 E 川 O
月 37 37 S 月 O
百 38 39 B 百 O
年 38 39 E 年 O
夜 40 41 B 夜 O
行 40 41 E 行 O
重 42 43 B 重 O
置 42 43 E 置 O
子 44 45 B 子 O
宫 44 45 E 宫 O
野 46 48 B 野 O
霜 46 48 M 霜 O
曜 46 48 E 曜 O
一 49 50 B 一 O
帆 49 50 E 帆 O
开 51 52 B 开 O
门 51 52 E 门 O
我 53 54 B 我 O
来 53 54 E 来 O
送 55 56 B 送 O
水 55 56 E 水 O
了 57 57 S 了 O
有 58 58 S 有 O
妹 59 60 B 妹 B-PER.NOM
子 59 60 E 子 E-PER.NOM
了 61 63 B 了 O
不 61 63 M 不 O
起 61 63 E 起 O
啊 64 64 S 啊 O
冯 65 66 B 冯 O
基 65 66 E 基 O
杂 67 68 B 杂 O
碎 67 68 E 碎 O
跪 69 70 B 跪 O
下 69 70 E 下 O
左 71 72 B 左 O
右 71 72 E 右 O
右 73 74 B 右 O
脑 73 74 E 脑 O
都 75 75 S 都 O
快 76 76 S 快 O
开 77 78 B 开 O
发 77 78 E 发 O
完 79 79 S 完 O
了 80 80 S 了 O
左 81 82 B 左 O
脑 81 82 E 脑 O
还 83 83 S 还 O
没 84 84 S 没 O
开 85 86 B 开 O
始 85 86 E 始 O
实 87 87 S 实 O
 
有 0 1 B 有 O
奖 0 1 E 奖 O
转 2 3 B 转 O
发 2 3 E 发 O
有 4 5 B 有 O
奖 4 5 E 奖 O
转 6 7 B 转 O
发 6 7 E 发 O
抱 8 9 B 抱 O
抱 8 9 E 抱 O
等 10 10 S 等 O
人 11 12 B 人 O
品 11 12 E 品 O
爆 13 14 B 爆 O
发 13 14 E 发 O
转 15 16 B 转 O
发 15 16 E 发 O
哈 17 19 B 哈 O
哈 17 19 M 哈 O
哈 17 19 E 哈 O
转 20 21 B 转 O
发 20 21 E 发 O
转 22 23 B 转 O
发 22 23 E 发 O
地 24 25 B 地 O
址 24 25 E 址 O
： 26 26 S ： O
 
那 0 0 S 那 O
什 1 2 B 什 O
么 1 2 E 么 O
拯 3 4 B 拯 O
救 3 4 E 救 O
你 5 5 S 你 O
， 6 6 S ， O
大 7 8 B 大 O
宝 7 8 E 宝 O
冒 9 9 S 冒 O
小 10 10 S 小 O
疯 11 12 B 疯 O
瑞 11 12 E 瑞 O
舍 13 14 B 舍 O
去 13 14 E 去 O
老 15 16 B 老 B-PER.NOM
师 15 16 E 师 E-PER.NOM
羊 17 18 B 羊 O
羊 17 18 E 羊 O
思 19 20 B 思 O
绪 19 20 E 绪 O
跑 21 21 S 跑 O
了 22 22 S 了 O
调 23 23 S 调 O
咩 24 24 S 咩 O
咩 25 25 S 咩 O
咩 26 26 S 咩 O
噗 27 27 S 噗 O
。 28 28 S 。 O
。 29 29 S 。 O
。 30 30 S 。 O
＝ 31 31 S ＝ O
真 32 33 B 真 O
的 32 33 E 的 O
是 34 34 S 是 O
妹 35 36 B 妹 B-PER.NOM
子 35 36 E 子 E-PER.NOM
进 37 37 S 进 O
汉 38 39 B 汉 B-PER.NOM
子 38 39 E 子 E-PER.NOM
出 40 40 S 出 O
。 41 41 S 。 O
。 42 42 S 。 O
。 43 43 S 。 O
滴 44 44 S 滴 O
滴 45 47 B 滴 O
溜 45 47 M 溜 O
儿 45 47 E 儿 O
溜 48 48 S 溜 O
小 49 49 S 小 O
连 50 50 S 连 O
韩 51 53 B 韩 B-PER.NAM
非 51 53 M 非 M-PER.NAM
子 51 53 E 子 E-PER.NAM
小 54 55 B 小 O
海 54 55 E 海 O
快 56 56 S 快 O
看 57 57 S 看 O
快 58 58 S 快 O
看 59 59 S 看 O
魅 60 61 B 魅 O
色 60 61 E 色 O
妹 62 63 B 妹 B-PER.NOM
子 62 63 E 子 E-PER.NOM
进 64 64 S 进 O
， 65 65 S ， O
汉 66 67 B 汉 B-PER.NOM
子 66 67 E 子 E-PER.NOM
归 68 68 S 归 O
 
欧 0 1 B 欧 S-GPE.NAM
美 0 1 E 美 S-GPE.NAM
时 2 3 B 时 O
尚 2 3 E 尚 O
热 4 5 B 热 O
门 4 5 E 门 O
榜 6 8 B 榜 O
心 6 8 M 心 O
谢 6 8 E 谢 B-PER.NAM
耳 9 10 B 耳 M-PER.NAM
朵 9 10 E 朵 E-PER.NAM
。 11 11 S 。 O
。 12 12 S 。 O
 
为 0 2 B 为 O
什 0 2 M 什 O
么 0 2 E 么 O
我 3 4 B 我 O
会 3 4 E 会 O
基 5 7 B 基 O
本 5 7 M 本 O
上 5 7 E 上 O
都 8 8 S 都 O
看 9 10 B 看 O
过 9 10 E 过 O
。 11 11 S 。 O
天 12 12 S 天 O
哪 13 13 S 哪 O
我 14 14 S 我 O
居 15 16 B 居 O
然 15 16 E 然 O
基 17 19 B 基 O
本 17 19 M 本 O
上 17 19 E 上 O
都 20 20 S 都 O
看 21 22 B 看 O
过 21 22 E 过 O
潮 23 23 S 潮 O
音 24 25 B 音 O
乐 24 25 E 乐 O
： 26 26 S ： O
看 27 28 B 看 O
过 27 28 E 过 O
 
我 0 0 S 我 O
叫 1 1 S 叫 O
赵 2 2 S 赵 B-PER.NAM
新 3 4 B 新 M-PER.NAM
民 3 4 E 民 E-PER.NAM
流 5 7 B 流 O
哈 5 7 M 哈 O
子 5 7 E 子 O
了 8 8 S 了 O
